V/SA,0,10,20,30,40,50,60,70,80,90,100,120,140,160,180,200,220,240,270,300
9,0,0.979697227,2.00139546,3.0650928,4.17079115,5.3184886,6.50818586,7.73988342,9.01358128,10.2872782,11.560977,14.1083717,16.529768,18.8251629,20.9945583,23.0379543,24.955349,26.7467442,29.1503372,31.2704277
20,0,1.84622967,3.82832122,5.86137819,7.95609617,10.1213388,12.3641376,14.6896963,17.1013832,19.6007347,22.187458,27.6126957,33.3381195,39.2954483,45.3870964,51.4861832,57.4365196,63.0526085,70.3721313,75.6008911
30,0,3.00528169,5.89913,8.72818,11.5123587,14.3213921,17.2158699,20.2472591,23.4578857,26.8809528,30.5405312,38.6198349,47.7057381,57.662075,68.2066,78.9109573,89.2007,98.3553,108.750305,114.420296
40,0,3.22699165,6.2256484,9.43329144,12.7040882,16.0731754,19.5705395,23.221014,27.0442791,31.054863,35.2621384,44.2785187,54.0653648,64.5121841,75.4260559,86.5316,97.4709854,107.803986,121.000549,129.525391
60,0,3.52745509,6.89366722,10.4135046,13.7871609,17.5162525,21.433857,25.570385,29.9493809,34.5875359,39.4946594,50.1208305,61.7692451,74.2715149,87.3494,100.614983,113.570488,125.608345,140.345551,150.633011
80,0,3.93869185,7.82103252,11.8403912,15.9817371,20.2986622,24.8361168,29.6304569,34.7093811,40.0919914,45.7887573,58.1235,71.6249161,86.0663528,101.083145,116.172684,130.694412,144.26181,161.157059,173.444534
100,0,3.93869185,7.82103252,11.8403912,15.9817371,20.2986622,24.8361168,29.6304569,34.7093811,40.0919914,45.7887573,58.1235,71.6249161,86.0663528,101.083145,116.172684,130.694412,144.26181,161.157059,173.444534
120,0,3.93869185,7.82103252,11.8403912,15.9817371,20.2986622,24.8361168,29.6304569,34.7093811,40.0919914,45.7887573,58.1235,71.6249161,86.0663528,101.083145,116.172684,130.694412,144.26181,161.157059,173.444534
